year,month,burn_trt,watershed,block,plot,order,family,arthropod_ID,stage,collected,count,litter_trt,plot_trt
2024,8,Unburned,20B,E,2,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,1,absent,control
2024,8,Unburned,20B,E,2,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,3,absent,control
2024,8,Unburned,20B,E,2,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Nymph,Collected,3,absent,control
2024,8,Unburned,20B,E,2,Hymenoptera,Tenthredinidae,Hymenoptera_Tenthredinidae,Nymph,Collected,1,absent,control
2024,8,Unburned,20B,E,2,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,1,absent,control
2024,8,Unburned,20B,E,2,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,1,absent,control
2024,8,Unburned,20B,E,5,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,8,present,control
2024,8,Unburned,20B,E,5,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,4,present,control
2024,8,Unburned,20B,E,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,12,present,control
2024,8,Unburned,20B,E,5,Coleoptera,Byrrhidae,Coleoptera_Byrrhidae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Adult,Collected,4,present,control
2024,8,Unburned,20B,E,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,11,present,control
2024,8,Unburned,20B,E,5,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,4,present,control
2024,8,Unburned,20B,E,5,Thysanoptera,Aeolothripidae,Thysanoptera_Aeolothripidae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Coleoptera,Cantharidae,Coleoptera_Cantharidae,Adult,Collected,2,present,control
2024,8,Unburned,20B,E,5,Hemiptera,Tingidae,Hemiptera_Tingidae,Adult,Collected,2,present,control
2024,8,Unburned,20B,E,5,Lepidoptera,Geometridae,Lepidoptera_Geometridae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,5,present,control
2024,8,Unburned,20B,E,5,Diptera,Stratiomyidae,Diptera_Stratiomyidae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Hymenoptera,Eulophidae,Hymenoptera_Eulophidae,Adult,Collected,2,present,control
2024,8,Unburned,20B,E,5,Hemiptera,Miridae,Hemiptera_Miridae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Araneae,Araneidae,Araneae_Araneidae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Hemiptera,Lygaeidae,Hemiptera_Lygaeidae,Adult,Collected,2,present,control
2024,8,Unburned,20B,E,5,Hymenoptera,Chrysididae,Hymenoptera_Chrysididae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Hemiptera,Tingidae,Hemiptera_Tingidae,Adult,Collected,1,present,control
2024,8,Unburned,20B,E,5,Diptera,Lauxaniidae,Diptera_Lauxaniidae,Nymph,Collected,1,present,control
2024,8,Unburned,20B,D,4,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,7,absent,carbon
2024,8,Unburned,20B,D,4,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,3,absent,carbon
2024,8,Unburned,20B,D,4,Hymenoptera,Unknown,Hymenoptera_Unknown,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Hymenoptera,Thynnidae,Hymenoptera_Thynnidae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,2,absent,carbon
2024,8,Unburned,20B,D,4,Orthoptera,Gryllidae,Orthoptera_Gryllidae,Nymph,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,14,absent,carbon
2024,8,Unburned,20B,D,4,Coleoptera,Chrysomelidae,Coleoptera_Chyrosomelidae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,5,absent,carbon
2024,8,Unburned,20B,D,4,Hemiptera,Derbidae,Hemiptera_Derbidae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Hemiptera,Membracidae,Hemiptera_Membracidae,Adult,Collected,2,absent,carbon
2024,8,Unburned,20B,D,4,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,3,absent,carbon
2024,8,Unburned,20B,D,4,Diptera,Drosophilidae,Diptera_Drosophilidae,Adult,Collected,3,absent,carbon
2024,8,Unburned,20B,D,4,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,4,absent,carbon
2024,8,Unburned,20B,D,4,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Diptera,Ulidiidae,Diptera_Ulidiidae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Araneae,Lycosidae,Araneae_Lycosidae,Adult,Collected,2,absent,carbon
2024,8,Unburned,20B,D,4,Diptera,Syrphidae,Diptera_Syrphidae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,D,4,Diptera,Rhagionidae,Diptera_Rhagionidae,Adult,Collected,1,absent,carbon
2024,8,Unburned,20B,E,6,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,4,present,carbon
2024,8,Unburned,20B,E,6,Orthoptera,Acrididae,Orthoptera_Acrididae,Nymph,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Orthoptera,Acrididae,Orthoptera_Acrididae,Nymph,Observed,2,present,carbon
2024,8,Unburned,20B,E,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,10,present,carbon
2024,8,Unburned,20B,E,6,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,2,present,carbon
2024,8,Unburned,20B,E,6,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,5,present,carbon
2024,8,Unburned,20B,E,6,Hemiptera,Achilidae,Hemiptera_Achilidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Hemiptera,Membracidae,Hemiptera_Membracidae,Nymph,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Collembola,Entomobryidae,Collembola_Entomobryidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Hemiptera,Derbidae,Hemiptera_Derbidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Hemiptera,Phymatidae,Hemiptera_Phymatidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,2,present,carbon
2024,8,Unburned,20B,E,6,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Araneae,Thomisidae,Araneae_Thomisidae,Nymph,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,5,present,carbon
2024,8,Unburned,20B,E,6,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,6,present,carbon
2024,8,Unburned,20B,E,6,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,E,6,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,3,present,carbon
2024,8,Unburned,20B,F,1,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,2,present,nitrogen
2024,8,Unburned,20B,F,1,Hemiptera,Membracidae,Hemiptera_Membracidae,Nymph,Collected,2,present,nitrogen
2024,8,Unburned,20B,F,1,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,2,present,nitrogen
2024,8,Unburned,20B,F,1,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,3,present,nitrogen
2024,8,Unburned,20B,F,1,Hemiptera,Derbidae,Hemiptera_Derbidae,Adult,Collected,1,present,nitrogen
2024,8,Unburned,20B,F,1,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,5,present,nitrogen
2024,8,Unburned,20B,F,1,Diptera,Drosophilidae,Diptera_Drosophilidae,Adult,Collected,1,present,nitrogen
2024,8,Unburned,20B,F,1,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,1,present,nitrogen
2024,8,Unburned,20B,F,1,Lepidoptera,Crambidae,Lepidoptera_Crabidae,Adult,Collected,1,present,nitrogen
2024,8,Unburned,20B,F,1,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,present,nitrogen
2024,8,Unburned,20B,E,1,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,3,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Acanaloniidae,Hemiptera_Acanaloniidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,E,1,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,4,absent,nitrogen
2024,8,Unburned,20B,E,1,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,3,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,5,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,5,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,7,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Membracidae,Hemiptera_Membracidae,Nymph,Collected,2,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,3,absent,nitrogen
2024,8,Unburned,20B,E,1,Coleoptera,Mordellidae,Coleoptera_Mordellidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Pentatomidae,Hemiptera_Pentatomidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,E,1,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,3,absent,nitrogen
2024,8,Unburned,20B,E,1,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,2,absent,nitrogen
2024,8,Unburned,20B,E,1,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,E,1,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,2,absent,nitrogen
2024,8,Unburned,20B,E,1,Hymenoptera,Vespidae,Hymenoptera_Vespidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,E,1,Diptera,Chloropidae,Diptera_Chloropidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,E,1,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,4,absent,nitrogen
2024,8,Unburned,20B,E,1,Acari,Tetranychidae,Acari_Tetranychidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,E,1,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,2,absent,nitrogen
2024,8,Unburned,20B,E,1,Orthoptera,Gryllidae,Orthoptera_Gryllidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,4,absent,nitrogen
2024,8,Unburned,20B,D,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,3,absent,nitrogen
2024,8,Unburned,20B,D,6,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,4,absent,nitrogen
2024,8,Unburned,20B,D,6,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Araneae,Lycosidae,Araneae_Lycosidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Acari,Hygrobatidae,Acari_Tetranychidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Hemiptera,Membracidae,Hemiptera_Membracidae,Nymph,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,1,absent,nitrogen
2024,8,Unburned,20B,F,3,Orthoptera,Acrididae,Orthoptera_Acrididae,,Observed,3,present,carbon
2024,8,Unburned,20B,F,3,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,6,present,carbon
2024,8,Unburned,20B,F,3,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,9,present,carbon
2024,8,Unburned,20B,F,3,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,3,present,carbon
2024,8,Unburned,20B,F,3,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,3,present,carbon
2024,8,Unburned,20B,F,3,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,4,present,carbon
2024,8,Unburned,20B,F,3,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,F,3,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,2,present,carbon
2024,8,Unburned,20B,F,3,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,1,present,carbon
2024,8,Unburned,20B,F,3,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,8,present,carbon
2024,8,Annual,SpB,F,3,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,2,present,carbon
2024,8,Annual,SpB,F,3,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Adult,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Hemiptera,Membracidae,Hemiptera_Membracidae,Nymph,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Diptera,Asilidae,Diptera_Asilidae,Adult,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Diptera,Tipulidae,Diptera_Tipulidae,Adult,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Hemiptera,Lygaeidae,Hemiptera_Lygaeidae,Adult,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Hymenoptera,Ceraphronidae,Hymenoptera_Ceraphronidae,Adult,Collected,1,present,carbon
2024,8,Annual,SpB,F,3,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,2,present,carbon
2024,8,Annual,SpB,E,6,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,2,absent,nitrogen
2024,8,Annual,SpB,E,6,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,3,absent,nitrogen
2024,8,Annual,SpB,E,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,11,absent,nitrogen
2024,8,Annual,SpB,E,6,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,2,absent,nitrogen
2024,8,Annual,SpB,E,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,6,absent,nitrogen
2024,8,Annual,SpB,E,6,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,1,absent,nitrogen
2024,8,Annual,SpB,E,6,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,4,absent,nitrogen
2024,8,Annual,SpB,E,6,Hemiptera,Pentatomidae,Hemiptera_Pentatomidae,Adult,Collected,1,absent,nitrogen
2024,8,Annual,SpB,E,6,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,2,absent,nitrogen
2024,8,Annual,SpB,E,6,Hemiptera,Blissidae,Hemiptera_Blissidae,Adult,Collected,1,absent,nitrogen
2024,8,Annual,SpB,E,6,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,1,absent,nitrogen
2024,8,Annual,SpB,E,6,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,absent,nitrogen
2024,8,Annual,SpB,E,6,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,2,absent,nitrogen
2024,8,Annual,SpB,E,6,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,1,absent,nitrogen
2024,8,Annual,SpB,E,6,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,1,absent,nitrogen
2024,8,Unburned,20B,D,5,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,1,absent,control
2024,8,Unburned,20B,D,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,2,absent,control
2024,8,Unburned,20B,D,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,1,absent,control
2024,8,Unburned,20B,D,5,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,1,absent,control
2024,8,Unburned,20B,D,5,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,3,absent,control
2024,8,Unburned,20B,D,5,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,1,absent,control
2024,8,Unburned,20B,D,5,Araneae,Salticidae,Araneae_Salticidae,Adult,Collected,1,absent,control
2024,8,Unburned,20B,D,5,Hemiptera,Geocoridae,Hemiptera_Geocoridae,Adult,Collected,1,absent,control
2024,8,Unburned,20B,D,5,Hemiptera,Tingidae,Hemiptera_Tingidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,D,6,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,2,absent,nitrogen
2024,8,Annual,SpB,D,6,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Nymph,Collected,1,absent,nitrogen
2024,8,Annual,SpB,D,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,11,absent,nitrogen
2024,8,Annual,SpB,D,6,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,6,absent,nitrogen
2024,8,Annual,SpB,D,6,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,1,absent,nitrogen
2024,8,Annual,SpB,D,6,Araneae,Thomisidae,Araneae_Thomisidae,Adult,Collected,1,absent,nitrogen
2024,8,Annual,SpB,E,5,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,1,absent,control
2024,8,Annual,SpB,E,5,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,4,absent,control
2024,8,Annual,SpB,E,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,3,absent,control
2024,8,Annual,SpB,E,5,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,2,absent,control
2024,8,Annual,SpB,E,5,Hemiptera,Reduviidae,Hemiptera_Reduviidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Coleoptera,Mordellidae,Coleoptera_Mordellidae,Adult,Collected,2,absent,control
2024,8,Annual,SpB,E,5,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,4,absent,control
2024,8,Annual,SpB,E,5,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Hemiptera,Cixiidae,Hemiptera_Cixiidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Hemiptera,Membracidae,Hemiptera_Membracidae,Nymph,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Araneae,Linyphiidae,Araneae_Linyphiidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Hemiptera,Caliscelidae,Hemiptera_Caliscelidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Diptera,Scathophagidae,Diptera_Scathophagidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Diptera,Scenopinidae,Diptera_Scenopinidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,E,5,Hemiptera,Acanaloniidae,Hemiptera_Acanaloniidae,Nymph,Collected,2,absent,control
2024,8,Annual,SpB,E,5,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,F,2,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,2,present,control
2024,8,Annual,SpB,F,2,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,7,present,control
2024,8,Annual,SpB,F,2,Hymenoptera,Platygastridae,Hymenoptera_Platygastridae,Adult,Collected,2,present,control
2024,8,Annual,SpB,F,2,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,5,present,control
2024,8,Annual,SpB,F,2,Hemiptera,Blissidae,Hemiptera_Blissidae,Adult,Collected,1,present,control
2024,8,Annual,SpB,F,2,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,1,present,control
2024,8,Annual,SpB,F,2,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,1,present,control
2024,8,Annual,SpB,F,2,Hymenoptera,Braconidae,Hymenoptera_Braconidae,Adult,Collected,1,present,control
2024,8,Annual,SpB,F,2,Hemiptera,Aphididae,Hemiptera_Aphididae,Adult,Collected,2,present,control
2024,8,Annual,SpB,D,5,Orthoptera,Acrididae,Orthoptera_Acrididae,Adult,Observed,1,absent,control
2024,8,Annual,SpB,D,5,Hemiptera,Dictyopharidae,Hemiptera_Dictyopharidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,D,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,3,absent,control
2024,8,Annual,SpB,D,5,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,2,absent,control
2024,8,Annual,SpB,D,5,Hemiptera,Membracidae,Hemiptera_Membracidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,D,5,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,3,absent,control
2024,8,Annual,SpB,D,5,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,D,5,Coleoptera,Chrysomelidae,Coleoptera_Chrysomelidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,D,5,Diptera,Chamaemyiidae,Diptera_Chamaemyiidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,D,5,Hymenoptera,Thynnidae,Hymenoptera_Thynnidae,Adult,Collected,1,absent,control
2024,8,Annual,SpB,D,1,Coleoptera,Curculionidae,Coleoptera_Curculionidae,Adult,Collected,2,present,carbon
2024,8,Annual,SpB,D,1,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Nymph,Collected,4,present,carbon
2024,8,Annual,SpB,D,1,Hemiptera,Cicadellidae,Hemiptera_Cicadellidae,Adult,Collected,6,present,carbon
2024,8,Annual,SpB,D,1,Hemiptera,Membracidae,Hemiptera_Membracidae,Nymph,Collected,1,present,carbon
2024,8,Annual,SpB,D,1,Hymenoptera,Formicidae,Hymenoptera_Formicidae,Adult,Collected,2,present,carbon
2024,8,Annual,SpB,D,1,Hymenoptera,Ichneumonidae,Hymenoptera_Ichneumonidae,Adult,Collected,2,present,carbon
